contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,expiry
TSLA250829C00445000,2025-08-01 17:42:00+00:00,445.0,0.3,0.27,0.31,-0.17999998,-37.499996,7.0,115,0.6259803027343751,False,2025-08-29
TSLA250829C00450000,2025-08-01 16:23:43+00:00,450.0,0.26,0.24,0.27,-0.050000012,-16.129036,31.0,570,0.6303747900390625,False,2025-08-29
TSLA250829C00455000,2025-08-01 18:23:22+00:00,455.0,0.23,0.21,0.24,-0.049999997,-17.857141,26.0,95,0.6347692773437501,False,2025-08-29
TSLA250829C00460000,2025-08-01 14:47:04+00:00,460.0,0.23,0.19,0.22,-0.00999999,-4.1666627,7.0,85,0.641605146484375,False,2025-08-29
TSLA250829C00465000,2025-07-31 18:35:37+00:00,465.0,0.21,0.17,0.2,-0.02000001,-8.695657,12.0,82,0.647464462890625,False,2025-08-29
TSLA250829C00470000,2025-08-01 18:46:13+00:00,470.0,0.18,0.15,0.18,-0.019999996,-9.999998,16.0,148,0.6523472265625001,False,2025-08-29
TSLA250829C00480000,2025-08-01 16:23:29+00:00,480.0,0.13,0.13,0.15,-0.040000007,-23.529415,17.0,401,0.6660189648437502,False,2025-08-29
TSLA250829C00490000,2025-07-31 16:01:41+00:00,490.0,0.14,0.1,0.13,0.020000003,16.66667,1.0,304,0.676761044921875,False,2025-08-29
TSLA250829C00500000,2025-08-01 17:06:27+00:00,500.0,0.1,0.1,0.12,0.0,0.0,45.0,987,0.6972686523437501,False,2025-08-29
TSLA250829C00510000,2025-07-31 19:09:37+00:00,510.0,0.11,0.07,0.11,0.0,0.0,16.0,139,0.7070341796875,False,2025-08-29
TSLA250829C00520000,2025-07-31 16:23:19+00:00,520.0,0.07,0.05,0.09,0.0,0.0,40.0,83,0.710940390625,False,2025-08-29
TSLA250829C00530000,2025-07-31 13:53:04+00:00,530.0,0.07,0.04,0.08,0.0,0.0,1.0,48,0.7226590234375,False,2025-08-29
TSLA250829C00540000,2025-08-01 16:46:17+00:00,540.0,0.06,0.03,0.07,-0.040000003,-40.000004,5.0,32,0.7304714453125,False,2025-08-29
TSLA250829C00550000,2025-07-30 16:43:19+00:00,550.0,0.07,0.04,0.06,0.0,0.0,1.0,310,0.7500025,False,2025-08-29
TSLA250829C00560000,2025-08-01 15:00:47+00:00,560.0,0.02,0.01,0.05,-0.02,-50.0,3.0,55,0.73437765625,False,2025-08-29
TSLA250829C00580000,2025-07-28 15:03:44+00:00,580.0,0.03,0.01,0.04,-0.07,-70.0,1.0,122,0.7617211328125001,False,2025-08-29
TSLA250829C00590000,2025-08-01 18:29:30+00:00,590.0,0.02,0.01,0.04,0.0,0.0,7.0,94,0.7812521875,False,2025-08-29
TSLA250829C00600000,2025-08-01 16:00:24+00:00,600.0,0.02,0.01,0.04,0.0,0.0,2.0,358,0.79687703125,False,2025-08-29
